,dwt_type,random_seed,num_estimators,accuracy,recall,precision,f1_score,matthews_corr_coef
143,db4,841,20,0.9879518072289156,0.8807339449541285,0.9230769230769231,0.9014084507042254,0.8952759225197686
144,db4,861,20,0.9873780837636259,0.8727272727272727,0.9230769230769231,0.897196261682243,0.8908756810752517
145,db4,881,20,0.9868043602983362,0.8584905660377359,0.9191919191919192,0.8878048780487805,0.8813836604755955
146,db4,901,20,0.9913941480206541,0.8876404494382022,0.9404761904761905,0.9132947976878611,0.9091916407647831
147,db4,921,20,0.9902467010900746,0.8543689320388349,0.9777777777777777,0.9119170984455958,0.9090922483889681
148,db4,941,20,0.9890992541594952,0.8942307692307693,0.9207920792079208,0.9073170731707317,0.9016364650507805
149,db4,961,20,0.9925415949512335,0.9139784946236559,0.9444444444444444,0.9289617486338798,0.9251655289976047
150,db4,981,20,0.9856569133677567,0.8571428571428571,0.9142857142857143,0.8847926267281105,0.8776728787782572
151,db4,1001,20,0.9908204245553643,0.88,0.9565217391304348,0.9166666666666666,0.9127058573939701
152,db4,1021,20,0.9931153184165232,0.9067796610169492,0.9907407407407407,0.9469026548672566,0.9442866875940538
153,db4,1041,20,0.9879518072289156,0.8942307692307693,0.9029126213592233,0.8985507246376813,0.8921582583847631
154,db4,1061,20,0.9885255306942053,0.8942307692307693,0.9117647058823529,0.9029126213592232,0.8968634170514225
155,db4,1081,20,0.9833620195065979,0.7982456140350878,0.9381443298969072,0.8625592417061612,0.8569198045191035
156,db4,1101,20,0.9856569133677567,0.8125,0.9176470588235294,0.8618784530386742,0.8561035971555552
157,db4,1121,20,0.9845094664371773,0.8108108108108109,0.9375,0.8695652173913043,0.8639427721633609
158,db4,1141,20,0.9885255306942053,0.8715596330275229,0.9405940594059405,0.9047619047619048,0.8994054739012792
159,db4,1161,20,0.9896729776247849,0.8673469387755102,0.9444444444444444,0.9042553191489361,0.899718294720106
160,db4,1181,20,0.9896729776247849,0.8828828828828829,0.9514563106796117,0.9158878504672898,0.9111176177148949
161,db4,1201,20,0.9931153184165232,0.9279279279279279,0.9626168224299065,0.944954128440367,0.9414638170547828
162,db4,1221,20,0.9873780837636259,0.918918918918919,0.8869565217391304,0.9026548672566371,0.8960691538318643
163,db4,1241,20,0.9879518072289156,0.8828828828828829,0.9245283018867925,0.903225806451613,0.8970762798173368
164,db4,1261,20,0.9868043602983362,0.9369369369369369,0.8666666666666667,0.9004329004329005,0.894156896030746
165,db4,1281,20,0.9890992541594952,0.9056603773584906,0.9142857142857143,0.909952606635071,0.9041627235891508
166,db4,1301,20,0.9845094664371773,0.8671875,0.9173553719008265,0.8915662650602411,0.8836373095361952
167,db4,1321,20,0.9919678714859438,0.8888888888888888,0.9795918367346939,0.9320388349514563,0.9290181103404331
168,db4,1341,20,0.9942627653471027,0.9230769230769231,0.9795918367346939,0.9504950495049506,0.9479240855379232
169,db4,1361,20,0.9902467010900746,0.8846153846153846,0.9484536082474226,0.9154228855721392,0.910876666660151
170,db4,1381,20,0.9890992541594952,0.8846153846153846,0.9292929292929293,0.9064039408866995,0.9009284297953708
171,db4,1401,20,0.9902467010900746,0.8909090909090909,0.9514563106796117,0.9201877934272301,0.9155607121667806
172,db4,1421,20,0.9902467010900746,0.9247311827956989,0.8958333333333334,0.9100529100529101,0.9050255441669478
173,db4,1441,20,0.9908204245553643,0.8715596330275229,0.979381443298969,0.9223300970873787,0.91923227001298
174,db4,1461,20,0.9868043602983362,0.8461538461538461,0.9519230769230769,0.8959276018099548,0.890666733562569
175,db4,1481,20,0.9902467010900746,0.9166666666666666,0.9072164948453608,0.9119170984455958,0.9067684196581147
176,db4,1501,20,0.9879518072289156,0.87,0.9157894736842105,0.8923076923076922,0.8862580203874848
177,db4,1521,20,0.9885255306942053,0.8761904761904762,0.9292929292929293,0.9019607843137255,0.8963099666700642
178,db4,1541,20,0.9919678714859438,0.9196428571428571,0.9537037037037037,0.9363636363636363,0.9322541186553698
179,db4,1561,20,0.9925415949512335,0.90625,0.9560439560439561,0.9304812834224598,0.9269136772405416
180,db4,1581,20,0.9856569133677567,0.8137254901960784,0.9325842696629213,0.869109947643979,0.8638010574773793
181,db4,1601,20,0.9868043602983362,0.8737864077669902,0.9,0.8866995073891626,0.8798036710191234
182,db4,1621,20,0.9919678714859438,0.9090909090909091,0.9302325581395349,0.9195402298850575,0.9153807556715783
183,db4,1641,20,0.9896729776247849,0.9099099099099099,0.926605504587156,0.9181818181818182,0.9127139436948996
184,db4,1661,20,0.9931153184165232,0.9148936170212766,0.9555555555555556,0.9347826086956522,0.9313955753421082
185,db4,1681,20,0.9873780837636259,0.8938053097345132,0.9099099099099099,0.9017857142857143,0.8950827066112115
186,db4,1701,20,0.9913941480206541,0.9247311827956989,0.9148936170212766,0.9197860962566845,0.9152540136468372
187,db4,1721,20,0.9868043602983362,0.8876404494382022,0.8586956521739131,0.8729281767955801,0.8661034005569299
188,db4,1741,20,0.9890992541594952,0.9230769230769231,0.9152542372881356,0.9191489361702128,0.9133142017863323
189,db4,1761,20,0.9896729776247849,0.8938053097345132,0.9439252336448598,0.9181818181818181,0.9130617641267325
190,db4,1781,20,0.9862306368330465,0.8543689320388349,0.9072164948453608,0.88,0.8731455239419852
191,db4,1801,20,0.9913941480206541,0.926605504587156,0.9351851851851852,0.9308755760368663,0.9262983055444389
192,db4,1821,20,0.9862306368330465,0.8817204301075269,0.8631578947368421,0.8723404255319148,0.8651188539010997
193,db4,1841,20,0.993689041881813,0.9195402298850575,0.9523809523809523,0.935672514619883,0.9325140417363983
194,db4,1861,20,0.9931153184165232,0.9038461538461539,0.9791666666666666,0.9400000000000001,0.9371983605401282
195,db4,1881,20,0.9879518072289156,0.8878504672897196,0.9134615384615384,0.9004739336492891,0.8941655023022975
196,db4,1901,20,0.9879518072289156,0.8532110091743119,0.9489795918367347,0.8985507246376812,0.8935922082766108
197,db4,1921,20,0.9890992541594952,0.9035087719298246,0.9279279279279279,0.9155555555555556,0.9098226498133628
198,db4,1941,20,0.9942627653471027,0.9454545454545454,0.9629629629629629,0.9541284403669724,0.951114285123036
199,db4,1961,20,0.9856569133677567,0.8245614035087719,0.9494949494949495,0.8826291079812207,0.8775014066394285
200,db4,1981,20,0.9862306368330465,0.8611111111111112,0.9117647058823529,0.8857142857142858,0.8788008477922564
201,db4,2001,20,0.9862306368330465,0.8333333333333334,0.9615384615384616,0.8928571428571429,0.8881292376112293
202,db4,1,25,0.9902467010900746,0.8777777777777778,0.9294117647058824,0.9028571428571429,0.8981335722312567
203,db4,21,25,0.9913941480206541,0.8817204301075269,0.9534883720930233,0.9162011173184358,0.9124480697120223
204,db4,41,25,0.9873780837636259,0.8421052631578947,0.96,0.8971962616822429,0.8926729172446848
205,db4,61,25,0.9913941480206541,0.9183673469387755,0.9278350515463918,0.923076923076923,0.91853271668075
206,db4,81,25,0.9919678714859438,0.9320388349514563,0.9320388349514563,0.9320388349514563,0.9277705422685295
207,db4,101,25,0.9873780837636259,0.8627450980392157,0.9166666666666666,0.888888888888889,0.8826600125514428
208,db4,121,25,0.9902467010900746,0.8943089430894309,0.9649122807017544,0.9282700421940928,0.9238127425355995
209,db4,141,25,0.9948364888123924,0.9739130434782609,0.9491525423728814,0.9613733905579399,0.9586984649879484
210,db4,161,25,0.9879518072289156,0.845360824742268,0.9318181818181818,0.8864864864864865,0.8813041927090153
211,db4,181,25,0.9845094664371773,0.8362068965517241,0.9238095238095239,0.8778280542986425,0.8708105096380269
212,db4,201,25,0.9896729776247849,0.91,0.91,0.91,0.9045222154595253
213,db4,221,25,0.9890992541594952,0.8833333333333333,0.954954954954955,0.9177489177489178,0.9127159542114356
214,db4,241,25,0.9902467010900746,0.8981481481481481,0.941747572815534,0.9194312796208531,0.9145344901921026
215,db4,261,25,0.9839357429718876,0.8440366972477065,0.8932038834951457,0.8679245283018868,0.859770013920495
216,db4,281,25,0.9902467010900746,0.9130434782608695,0.9032258064516129,0.9081081081081082,0.9029730243007031
217,db4,301,25,0.9913941480206541,0.9279279279279279,0.9363636363636364,0.9321266968325792,0.9275434410987552
218,db4,321,25,0.9925415949512335,0.912621359223301,0.9591836734693877,0.9353233830845772,0.931693251274939
219,db4,341,25,0.9827882960413081,0.8547008547008547,0.8849557522123894,0.8695652173913043,0.8605036153742307
220,db4,361,25,0.9902467010900746,0.9021739130434783,0.9120879120879121,0.907103825136612,0.901972151456803
221,db4,381,25,0.9885255306942053,0.9245283018867925,0.8909090909090909,0.9074074074074073,0.901469112553607
222,db4,401,25,0.9925415949512335,0.9181818181818182,0.9619047619047619,0.9395348837209303,0.9358503090001119
223,db4,421,25,0.9919678714859438,0.9578947368421052,0.900990099009901,0.9285714285714285,0.9248068986661885
224,db4,441,25,0.9885255306942053,0.8807339449541285,0.9320388349514563,0.9056603773584906,0.8999655261082901
225,db4,461,25,0.9931153184165232,0.9357798165137615,0.9532710280373832,0.9444444444444445,0.9408208897709622
226,db4,481,25,0.9902467010900746,0.9351851851851852,0.9099099099099099,0.9223744292237445,0.9172699123727989
227,db4,501,25,0.9862306368330465,0.8703703703703703,0.9038461538461539,0.8867924528301887,0.8796422680966276
228,db4,521,25,0.9879518072289156,0.8571428571428571,0.9375,0.8955223880597014,0.8901484831630264
229,db4,541,25,0.9885255306942053,0.8738738738738738,0.941747572815534,0.9065420560747663,0.901153581802979
230,db4,561,25,0.9902467010900746,0.9009009009009009,0.9433962264150944,0.9216589861751152,0.9167383183933846
231,db4,581,25,0.9896729776247849,0.8936170212765957,0.9130434782608695,0.9032258064516129,0.8978298478388156
232,db4,601,25,0.9879518072289156,0.8041237113402062,0.975,0.8813559322033899,0.8795809164048191
233,db4,621,25,0.9908204245553643,0.9019607843137255,0.9387755102040817,0.92,0.915338968031227
234,db4,641,25,0.9845094664371773,0.8557692307692307,0.8811881188118812,0.8682926829268293,0.8601693359612061
235,db4,661,25,0.9896729776247849,0.9047619047619048,0.9223300970873787,0.9134615384615385,0.9080183976088042
236,db4,681,25,0.9862306368330465,0.8529411764705882,0.90625,0.8787878787878787,0.8719457916904118
237,db4,701,25,0.9890992541594952,0.8602150537634409,0.9302325581395349,0.893854748603352,0.8888740600845461
238,db4,721,25,0.9890992541594952,0.8924731182795699,0.9021739130434783,0.8972972972972973,0.8915561691666782
239,db4,741,25,0.9873780837636259,0.8672566371681416,0.9333333333333333,0.8990825688073395,0.893044659686269
240,db4,761,25,0.9913941480206541,0.9230769230769231,0.9130434782608695,0.9180327868852459,0.9135067960930694
241,db4,781,25,0.9919678714859438,0.9090909090909091,0.9473684210526315,0.9278350515463918,0.9238044393726111
242,db4,801,25,0.9890992541594952,0.8787878787878788,0.925531914893617,0.9015544041450778,0.8961257299791613
243,db4,821,25,0.9931153184165232,0.9433962264150944,0.9433962264150944,0.9433962264150944,0.9397309851200424
244,db4,841,25,0.9890992541594952,0.908256880733945,0.9166666666666666,0.912442396313364,0.9066413003936338
245,db4,861,25,0.9902467010900746,0.8909090909090909,0.9514563106796117,0.9201877934272301,0.9155607121667806
246,db4,881,25,0.9885255306942053,0.8490566037735849,0.9574468085106383,0.9,0.8957524544301864
247,db4,901,25,0.9925415949512335,0.9101123595505618,0.9418604651162791,0.9257142857142857,0.9219393690827764
248,db4,921,25,0.9902467010900746,0.883495145631068,0.9479166666666666,0.9145728643216081,0.9100411385542607
249,db4,941,25,0.9890992541594952,0.9038461538461539,0.912621359223301,0.9082125603864736,0.9024301565290203
250,db4,961,25,0.9925415949512335,0.9032258064516129,0.9545454545454546,0.9281767955801105,0.924639075322136
251,db4,981,25,0.9856569133677567,0.8482142857142857,0.9223300970873787,0.8837209302325582,0.8769651905725098
252,db4,1001,25,0.9896729776247849,0.89,0.9270833333333334,0.9081632653061226,0.9029056668184925
253,db4,1021,25,0.9925415949512335,0.9322033898305084,0.9565217391304348,0.944206008583691,0.9402999158927413
254,db4,1041,25,0.9879518072289156,0.9038461538461539,0.8952380952380953,0.8995215311004785,0.8931249558161576
255,db4,1061,25,0.9890992541594952,0.9134615384615384,0.9047619047619048,0.9090909090909091,0.9033047651175502
256,db4,1081,25,0.9856569133677567,0.868421052631579,0.908256880733945,0.8878923766816144,0.8804874555583848
257,db4,1101,25,0.9845094664371773,0.8020833333333334,0.9058823529411765,0.850828729281768,0.8444270820621852
258,db4,1121,25,0.9862306368330465,0.8198198198198198,0.9578947368421052,0.8834951456310679,0.8792233985718092
259,db4,1141,25,0.9908204245553643,0.9174311926605505,0.9345794392523364,0.925925925925926,0.9210782796462861
